business_name,address,phone,category,neighborhood,google_maps_url,website_url,quality_score,platform,est_monthly_cost,pain_points,priority_rank,outreach_doc_ready,place_id,rating,user_ratings_total
INA Barber Lounge,"3701 W Ina Rd # 102, Tucson, AZ 85741, USA",+1 520-744-3800,barber_shop,casas-adobes,https://maps.google.com/?q=INA%20Barber%20Lounge%203701%20W%20Ina%20Rd%20%23%20102%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://www.fresha.com/book-now/ina-barber-lounge-kdikdivv/all-offer?pId=828985,2,,0,has website,170,false,ChIJZcS-o9V01oYRkUwScqWOaDE,4.8,253
Knuckles Barbershop,"3720 W Ina Rd Ste. 116, Tucson, AZ 85741, USA",+1 520-833-2711,barber_shop,casas-adobes,https://maps.google.com/?q=Knuckles%20Barbershop%203720%20W%20Ina%20Rd%20Ste.%20116%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://www.facebook.com/profile.php?id=100070665887268,2,,0,has website,171,false,ChIJ_2iHbNV01oYRRaQZAH4Xidk,4.4,71
Dave & Associates,"3684 W Orange Grove Rd, Tucson, AZ 85741, USA",+1 520-260-3872,barber_shop,casas-adobes,https://maps.google.com/?q=Dave%20%26%20Associates%203684%20W%20Orange%20Grove%20Rd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,http://www.dnabarbershop.com/,2,,0,has website,172,false,ChIJJVFhJt901oYRN-L2t_XbcYY,4.4,89
U Got It Barbershop,"6741 N Thornydale Rd #159, Tucson, AZ 85741, USA",+1 520-744-9551,barber_shop,casas-adobes,https://maps.google.com/?q=U%20Got%20It%20Barbershop%206741%20N%20Thornydale%20Rd%20%23159%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://ugotitbarbershop.barberly.app/,2,,0,has website,173,false,ChIJLbQoM9MK1oYRHBrm4T0ZzOc,4.7,170
R & Z's Barbershop,"3924 W Ina Rd #308, Tucson, AZ 85741, USA",+1 520-744-4000,barber_shop,casas-adobes,https://maps.google.com/?q=R%20%26%20Z%27s%20Barbershop%203924%20W%20Ina%20Rd%20%23308%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://randzsbarbershop.wixsite.com/r---z-s-barbershop,2,,0,has website,174,false,ChIJL1f7Gct11oYR-phtTWYTI3w,4.9,94
Pablos Barber Studio- Barber Shop,"7090 N Oracle Rd Suite 80 Studio #23, Tucson, AZ 85704, USA",+1 520-906-3660,barber_shop,casas-adobes,https://maps.google.com/?q=Pablos%20Barber%20Studio-%20Barber%20Shop%207090%20N%20Oracle%20Rd%20Suite%2080%20Studio%20%2323%2C%20Tucson%2C%20AZ%2085704%2C%20USA,https://www.instagram.com/pablosbarberstudio?utm_source=qr&igsh=MXIxZ2p2Zml3Nm15Mg==,2,,0,has website,176,false,ChIJecILxzRz1oYRk87O96Z6emg,5,12
Rocks Cuts Studio-Barbershop,"7090 N Oracle Rd Suite 80, Studio 10, Tucson, AZ 85704, USA",+1 520-476-9745,barber_shop,casas-adobes,https://maps.google.com/?q=Rocks%20Cuts%20Studio-Barbershop%207090%20N%20Oracle%20Rd%20Suite%2080%2C%20Studio%2010%2C%20Tucson%2C%20AZ%2085704%2C%20USA,https://getsqr.co/roca-morales,2,,0,has website,177,false,ChIJb_c-50571oYRCYjhUlgKusM,5,23
High Class Barber Studio,"7090 N Oracle Rd Suite 80, Tucson, AZ 85704, USA",+1 520-343-3366,barber_shop,casas-adobes,https://maps.google.com/?q=High%20Class%20Barber%20Studio%207090%20N%20Oracle%20Rd%20Suite%2080%2C%20Tucson%2C%20AZ%2085704%2C%20USA,https://vito6776.setmore.com/,2,,0,has website,178,false,ChIJIc2yNbdz1oYROyNDCoS5hFE,5,31
Gafni Dan M DDS,"7320 N La Cholla Blvd Apt 134, Tucson, AZ 85741, USA",+1 520-575-5233,dentist,casas-adobes,https://maps.google.com/?q=Gafni%20Dan%20M%20DDS%207320%20N%20La%20Cholla%20Blvd%20Apt%20134%2C%20Tucson%2C%20AZ%2085741%2C%20USA,,1,,0,no website,181,false,ChIJtSSQ6bF01oYRKJB_oaeNaoQ,,
Desert Springs Family Dentistry,"7320 N La Cholla Blvd Apt 134, Tucson, AZ 85741, USA",+1 520-500-8437,dentist,casas-adobes,https://maps.google.com/?q=Desert%20Springs%20Family%20Dentistry%207320%20N%20La%20Cholla%20Blvd%20Apt%20134%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://www.desertspringsfamilydentistry.com/locations/tucson-office/,2,,0,has website,182,false,ChIJtSSQ6bF01oYRrsDT9303-xA,4.5,39
Dr. Emily Yasmer,"7320 N La Cholla Blvd Apt 134, Tucson, AZ 85741, USA",+1 520-575-5900,dentist,casas-adobes,https://maps.google.com/?q=Dr.%20Emily%20Yasmer%207320%20N%20La%20Cholla%20Blvd%20Apt%20134%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://www.desertspringsfamilydentistry.com/,2,,0,has website,183,false,ChIJC2dNk7F01oYRVuuN0wtcJgE,,
"Dr. Anthony R. Burrows, DDS","7320 N La Cholla Blvd Apt 134, Tucson, AZ 85741, USA",+1 520-575-5900,dentist,casas-adobes,https://maps.google.com/?q=Dr.%20Anthony%20R.%20Burrows%2C%20DDS%207320%20N%20La%20Cholla%20Blvd%20Apt%20134%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://www.desertspringsfamilydentistry.com/,2,,0,has website,184,false,ChIJtSSQ6bF01oYRmJwD2Z5WUtI,4.1,9
"Dr. Utpal C. Patel, DDS","7434 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-742-9292,dentist,casas-adobes,https://maps.google.com/?q=Dr.%20Utpal%20C.%20Patel%2C%20DDS%207434%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,,1,,0,no website,185,false,ChIJYwjIP7J01oYRm4xb_4CDD2U,5,1
"Kevin M. Schmidtke, DMD","7476 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-297-2727,dentist,casas-adobes,https://maps.google.com/?q=Kevin%20M.%20Schmidtke%2C%20DMD%207476%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,http://www.kevinschmidtkedentistry.com/,2,,0,has website,186,false,ChIJ92UBW7J01oYRhuXcogx0n1E,4.9,53
Grinz Orthodontics - NW Tucson,"7488 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-297-7575,dentist,casas-adobes,https://maps.google.com/?q=Grinz%20Orthodontics%20-%20NW%20Tucson%207488%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://grinzorthodontics.com/,2,,0,has website,187,false,ChIJRRWPZrJ01oYRaf_wV7gJp9s,4.8,189
Hoda Salim,"7488 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-297-7575,dentist,casas-adobes,https://maps.google.com/?q=Hoda%20Salim%207488%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,,1,,0,no website,188,false,ChIJq6qGZrJ01oYRS7MUklUmis4,,
David Spalding DDS,"7518 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-887-4510,dentist,casas-adobes,https://maps.google.com/?q=David%20Spalding%20DDS%207518%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://davidspaldingdds.com/,2,,0,has website,189,false,ChIJD95RXrJ01oYRIQP43Cmtocs,5,190
Ina Dentistry,"7516 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-742-1713,dentist,casas-adobes,https://maps.google.com/?q=Ina%20Dentistry%207516%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,http://inadentistry.com/,2,,0,has website,190,false,ChIJNbcG8bJ01oYRpIewuQCm1Io,4.2,21
"Ina Dentistry: Dr. James Symonds, D.D.S.","7516 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-742-1713,dentist,casas-adobes,https://maps.google.com/?q=Ina%20Dentistry%3A%20Dr.%20James%20Symonds%2C%20D.D.S.%207516%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,http://www.inadentistry.com/,2,,0,has website,191,false,ChIJNbcG8bJ01oYR5JiOwXREZNk,5,7
Arizona Prosthodontics,"7556 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-323-2900,dentist,casas-adobes,https://maps.google.com/?q=Arizona%20Prosthodontics%207556%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,http://www.drfarnum.com/,2,,0,has website,192,false,ChIJ__Lk7rJ01oYRdsGHccWrgC0,3.9,19
Ryan C Farnum,"7556 N La Cholla Blvd #58, Tucson, AZ 85741, USA",+1 520-323-2900,dentist,casas-adobes,https://maps.google.com/?q=Ryan%20C%20Farnum%207556%20N%20La%20Cholla%20Blvd%20%2358%2C%20Tucson%2C%20AZ%2085741%2C%20USA,,1,,0,no website,193,false,ChIJAQDc7rJ01oYR0DI7gXv7k88,3,4
Dr. Eugene Choi,"7578 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-263-8873,dentist,casas-adobes,https://maps.google.com/?q=Dr.%20Eugene%20Choi%207578%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://www.greatsmilefamilydentistry.com/dr-eugene-choi,2,,0,has website,194,false,ChIJ__9zkrJ01oYRCm1eR30xo-g,,
Great Smile Family Dentistry,"7578 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-742-1991,dentist,casas-adobes,https://maps.google.com/?q=Great%20Smile%20Family%20Dentistry%207578%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://www.greatsmilefamilydentistry.com/,2,,0,has website,195,false,ChIJZ7gKkrJ01oYRt3SMZcf8M9k,4.9,298
Norman Bunch DDS MS: Pediatric Dentist,"7610 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-544-8522,dentist,casas-adobes,https://maps.google.com/?q=Norman%20Bunch%20DDS%20MS%3A%20Pediatric%20Dentist%207610%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,http://www.nwkidsdds.com/,2,,0,has website,196,false,ChIJua9NvbJ01oYRTtFAGQLm0UU,4.2,5
Northwest Children's Dentistry,"7610 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-544-8522,dentist,casas-adobes,https://maps.google.com/?q=Northwest%20Children%27s%20Dentistry%207610%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,http://www.nwkidsdds.com/,2,,0,has website,197,false,ChIJua9NvbJ01oYRkGLjayleAeQ,4.9,115
Monsoon Dental,"2195 W Magee Rd #120, Tucson, AZ 85742, USA",+1 520-720-3999,dentist,casas-adobes,https://maps.google.com/?q=Monsoon%20Dental%202195%20W%20Magee%20Rd%20%23120%2C%20Tucson%2C%20AZ%2085742%2C%20USA,https://www.monsoondental.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing,2,,0,has website,198,false,ChIJkYCYs8gL1oYRVYd2s9GxSSo,5,21
Jose Osete D.D.S.,"2205 W Magee Rd #124, Tucson, AZ 85742, USA",+1 520-797-4551,dentist,casas-adobes,https://maps.google.com/?q=Jose%20Osete%20D.D.S.%202205%20W%20Magee%20Rd%20%23124%2C%20Tucson%2C%20AZ%2085742%2C%20USA,http://www.arizonasunsetdental.com/,2,,0,has website,199,false,ChIJfQELwEwL1oYR6v7LS4RCR_k,5,3
Arizona Sunset Dental,"2205 W Magee Rd #124, Tucson, AZ 85742, USA",+1 520-797-4551,dentist,casas-adobes,https://maps.google.com/?q=Arizona%20Sunset%20Dental%202205%20W%20Magee%20Rd%20%23124%2C%20Tucson%2C%20AZ%2085742%2C%20USA,http://www.arizonasunsetdental.com/,2,,0,has website,200,false,ChIJe33zvZl01oYRDEDmqOwotoE,5,35
"Ajay Sanan, MD","7396 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-229-1554,doctor,casas-adobes,https://maps.google.com/?q=Ajay%20Sanan%2C%20MD%207396%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://www.pimaeye.com/our-doctors/ajay-sanan-md/,2,,0,has website,201,false,ChIJL1sqO7J01oYRrv5FxBBpokQ,5,29
Pima Eye Institute PC,"7396 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-229-1554,doctor,casas-adobes,https://maps.google.com/?q=Pima%20Eye%20Institute%20PC%207396%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,http://www.pimaeye.com/,2,,0,has website,202,false,ChIJL1sqO7J01oYRlIaya_TtfXs,4.2,60
"Ricardo Couso, MD","7396 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-229-1554,doctor,casas-adobes,https://maps.google.com/?q=Ricardo%20Couso%2C%20MD%207396%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://www.pimaeye.com/,2,,0,has website,203,false,ChIJ__ILAnl11oYRY8wp3VgKsvI,5,2
Lindsay Tavares,"7396 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-229-1554,doctor,casas-adobes,https://maps.google.com/?q=Lindsay%20Tavares%207396%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://www.pimaeye.com/our-doctors/lindsay-tavares-md/,2,,0,has website,204,false,ChIJVVUlO7J01oYRDTunOLgmmnY,4.5,8
Tucson Foot and Ankle Institute,"7406 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-545-0202,doctor,casas-adobes,https://maps.google.com/?q=Tucson%20Foot%20and%20Ankle%20Institute%207406%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,,1,,0,no website,205,false,ChIJSRcKVlV11oYRT3Qf68Z7S-8,4.8,248
Center for Neurology and Spine,"7406 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 602-482-2116,doctor,casas-adobes,https://maps.google.com/?q=Center%20for%20Neurology%20and%20Spine%207406%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,,1,,0,no website,206,false,ChIJ9_IZCvV11oYRbLJ0f8rrn_E,,
"Dr. Alan Shih, DPM","7406 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-545-0202,doctor,casas-adobes,https://maps.google.com/?q=Dr.%20Alan%20Shih%2C%20DPM%207406%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://tucsonfoot.com/dr-shih/?utm_source=Local&utm_medium=GMB&utm_campaign=Alan%20Shih,2,,0,has website,207,false,ChIJ2Zz3OLJ01oYRV8oxfPFBOic,4.6,36
🟣Dr Ernestina Pelayo,"7410 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-531-0431,doctor,casas-adobes,https://maps.google.com/?q=%F0%9F%9F%A3Dr%20Ernestina%20Pelayo%207410%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,,1,,0,no website,208,false,ChIJM4Zwj55z1oYRwwkALsORvm8,,
"Head to Toe Healthcare, PLC","7406 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-545-0202,doctor,casas-adobes,https://maps.google.com/?q=Head%20to%20Toe%20Healthcare%2C%20PLC%207406%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://headtotoehealthcare.org/?utm_source=Local&utm_medium=GMB&utm_campaign=Head%20to%20Toe%20Healthcare,2,,0,has website,209,false,ChIJ2Zz3OLJ01oYR6H2vivWY9V4,4.6,245
Pusch Ridge Family Medicine,"7390 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-825-3547,doctor,casas-adobes,https://maps.google.com/?q=Pusch%20Ridge%20Family%20Medicine%207390%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://www.azacp.com/office/pusch-ridge/,2,,0,has website,210,false,ChIJ_QRNGLJ01oYR_5aZgqKrjs0,4.3,25
"Kimy Charani, DO","7390 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-825-3547,doctor,casas-adobes,https://maps.google.com/?q=Kimy%20Charani%2C%20DO%207390%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,http://www.azacp.com/,2,,0,has website,211,false,ChIJ_QRNGLJ01oYRGzqv6uTorOs,4.8,17
"Greg Capocy, PMHNP-BC - Brightmind Psychiatry PLLC","7410 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-742-9166,doctor,casas-adobes,https://maps.google.com/?q=Greg%20Capocy%2C%20PMHNP-BC%20-%20Brightmind%20Psychiatry%20PLLC%207410%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,http://brightmindpsychiatry.com/,2,,0,has website,212,false,ChIJS0DFBCN3RSMRmMbd1ncLTjU,5,1
Dr. Tejaskumar Patel,"7410 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-639-8576,doctor,casas-adobes,https://maps.google.com/?q=Dr.%20Tejaskumar%20Patel%207410%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,,1,,0,no website,213,false,ChIJ-3_hPbJ01oYRIE7dm0hemD4,,
"Dr. Ernestina Pelayo De Olivares, MD","7410 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-742-9166,doctor,casas-adobes,https://maps.google.com/?q=Dr.%20Ernestina%20Pelayo%20De%20Olivares%2C%20MD%207410%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://rymap.org/business/dr-ernestina-pelayo-de-olivares-md-7y5ugw,2,,0,has website,214,false,ChIJM4Zwj55z1oYReKuXfnH59jo,4.4,13
Bock Erich V DPM,"7320 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-219-1477,doctor,casas-adobes,https://maps.google.com/?q=Bock%20Erich%20V%20DPM%207320%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,,1,,0,no website,215,false,ChIJq6qqqtp01oYRdLZRb3AfpOY,,
Ortho Sport & Spine Physicians,"7434 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-542-3515,doctor,casas-adobes,https://maps.google.com/?q=Ortho%20Sport%20%26%20Spine%20Physicians%207434%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://orthosportandspine.com/,2,,0,has website,216,false,ChIJv-yQZ8511oYR6gYCqTPx2dw,,
"Dr. Jeffrey M. Nelson, MD","7416 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-575-8400,doctor,casas-adobes,https://maps.google.com/?q=Dr.%20Jeffrey%20M.%20Nelson%2C%20MD%207416%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,http://www.jnelsonmd.com/,2,,0,has website,217,false,ChIJ8S-UFrJ01oYRMa8-qLEClWo,3.9,31
Dr Bruce Sadilek,"7468 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-297-9664,doctor,casas-adobes,https://maps.google.com/?q=Dr%20Bruce%20Sadilek%207468%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,http://www.drsadilek.com/,2,,0,has website,218,false,ChIJrVM0RLJ01oYRh_dwEnEqGJ4,5,28
Integrative Medical Associates,"7468 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-297-9664,doctor,casas-adobes,https://maps.google.com/?q=Integrative%20Medical%20Associates%207468%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,http://www.drsadilek.com/,2,,0,has website,219,false,ChIJrVM0RLJ01oYRxZjuw6mDCcA,4.6,8
Northwest Internal Medicine,"7370 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-742-1565,doctor,casas-adobes,https://maps.google.com/?q=Northwest%20Internal%20Medicine%207370%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,http://www.nwalliedphysicians.com/,2,,0,has website,220,false,ChIJgZ5V-LF01oYRCbo-VDQsxD0,,
Mann Susan L,"7400 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-531-0305,physiotherapist,casas-adobes,https://maps.google.com/?q=Mann%20Susan%20L%207400%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,,1,,0,no website,221,false,ChIJsYSyO7J01oYRralL1PLINdk,,
Neal Marcus R,"7400 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-531-0305,physiotherapist,casas-adobes,https://maps.google.com/?q=Neal%20Marcus%20R%207400%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,,1,,0,no website,222,false,ChIJsYSyO7J01oYR66HjlewHqz8,,
Desert Palms Physical Therapy,"7400 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-531-0305,physiotherapist,casas-adobes,https://maps.google.com/?q=Desert%20Palms%20Physical%20Therapy%207400%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://desertpalmspt.com/,2,,0,has website,223,false,ChIJsYSyO7J01oYRwbQDiFXdmew,4.9,176
"Leslie P. Drawdy, PT","7368 N La Cholla Blvd, Tucson, AZ 85741, USA",+1 520-742-3092,physiotherapist,casas-adobes,https://maps.google.com/?q=Leslie%20P.%20Drawdy%2C%20PT%207368%20N%20La%20Cholla%20Blvd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,,1,,0,no website,224,false,ChIJvR-C-bF01oYRJL8Z0Sd_n7Y,,
"Dennis Theobald, PT","2262 W Magee Rd, Tucson, AZ 85742, USA",+1 520-219-0482,physiotherapist,casas-adobes,https://maps.google.com/?q=Dennis%20Theobald%2C%20PT%202262%20W%20Magee%20Rd%2C%20Tucson%2C%20AZ%2085742%2C%20USA,,1,,0,no website,225,false,ChIJ1fK1g0wL1oYRl3RD11sgFJQ,,
"Selene A. Nance, DPT","6881 N Machiavelli Way, Tucson, AZ 85741, USA",+1 520-792-1450,physiotherapist,casas-adobes,https://maps.google.com/?q=Selene%20A.%20Nance%2C%20DPT%206881%20N%20Machiavelli%20Way%2C%20Tucson%2C%20AZ%2085741%2C%20USA,http://www.tucson.va.gov/,2,,0,has website,226,false,ChIJfZ1yS7p01oYRXI9XqdagY_s,,
"Jason A. Petz, PTA","2945 W Ina Rd # 121, Tucson, AZ 85741, USA",+1 520-219-5553,physiotherapist,casas-adobes,https://maps.google.com/?q=Jason%20A.%20Petz%2C%20PTA%202945%20W%20Ina%20Rd%20%23%20121%2C%20Tucson%2C%20AZ%2085741%2C%20USA,,1,,0,no website,227,false,ChIJdRyHkM501oYR_q8IuV-6WNM,,
Total Care Connections,"3017 W Ina Rd STE 151, Tucson, AZ 85741, USA",+1 520-546-1554,physiotherapist,casas-adobes,https://maps.google.com/?q=Total%20Care%20Connections%203017%20W%20Ina%20Rd%20STE%20151%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://totalcareconnections.com/home-care-tucson-az/,2,,0,has website,228,false,ChIJATltSjty1oYRipJSl9piFUY,4.6,70
Strocsher Amy M.,"2150 W Orange Grove Rd, Tucson, AZ 85741, USA",+1 520-219-0157,physiotherapist,casas-adobes,https://maps.google.com/?q=Strocsher%20Amy%20M.%202150%20W%20Orange%20Grove%20Rd%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://www.villagemedical.com/locations/arizona/10405-n-la-canada-dr-oro-valley-az-85737,2,,0,has website,229,false,ChIJFZiRwJB01oYR29KEfmllR6w,5,5
"Marlena Burk, LMT, PT","3055 W Ina Rd Suite 195, Tucson, AZ 85741, USA",+1 520-730-6952,physiotherapist,casas-adobes,https://maps.google.com/?q=Marlena%20Burk%2C%20LMT%2C%20PT%203055%20W%20Ina%20Rd%20Suite%20195%2C%20Tucson%2C%20AZ%2085741%2C%20USA,http://www.saguaronorthwest.com/,2,,0,has website,230,false,ChIJaymXh1Dh1YYRveZMAl5KhXU,4,4
Jessica Gonzalez Pons,"6320 N La Cholla Blvd #310, Tucson, AZ 85741, USA",+1 520-382-8200,physiotherapist,casas-adobes,https://maps.google.com/?q=Jessica%20Gonzalez%20Pons%206320%20N%20La%20Cholla%20Blvd%20%23310%2C%20Tucson%2C%20AZ%2085741%2C%20USA,,1,,0,no website,231,false,ChIJq6pqmZd01oYRgLNKlsqkKYo,,
Tucson Orthopaedic Institute - Northwest Office,"6320 N La Cholla Blvd #200, Tucson, AZ 85741, USA",+1 520-382-8200,physiotherapist,casas-adobes,https://maps.google.com/?q=Tucson%20Orthopaedic%20Institute%20-%20Northwest%20Office%206320%20N%20La%20Cholla%20Blvd%20%23200%2C%20Tucson%2C%20AZ%2085741%2C%20USA,https://www.tucsonortho.com/contact/northwest-office/,2,,0,has website,232,false,ChIJN7fkXJB01oYRhVzWsOS4bHw,4.3,639
Ellers Kristen,"1313 W Magee Rd, Tucson, AZ 85704, USA",+1 520-797-2600,physiotherapist,casas-adobes,https://maps.google.com/?q=Ellers%20Kristen%201313%20W%20Magee%20Rd%2C%20Tucson%2C%20AZ%2085704%2C%20USA,,1,,0,no website,233,false,ChIJ4xFMbqsM1oYRZ8RNmxcYkd0,,
Rusk Amber,"1919 W Medical St, Tucson, AZ 85704, USA",+1 520-291-8311,physiotherapist,casas-adobes,https://maps.google.com/?q=Rusk%20Amber%201919%20W%20Medical%20St%2C%20Tucson%2C%20AZ%2085704%2C%20USA,,1,,0,no website,234,false,ChIJj8nkdZl01oYRWBcI710pW98,,
Encompass Health Rehabilitation Hospital of Northwest Tucson,"1921 W Hospital Dr, Tucson, AZ 85704, USA",+1 520-742-2800,physiotherapist,casas-adobes,https://maps.google.com/?q=Encompass%20Health%20Rehabilitation%20Hospital%20of%20Northwest%20Tucson%201921%20W%20Hospital%20Dr%2C%20Tucson%2C%20AZ%2085704%2C%20USA,https://www.encompasshealth.com/locations/northwest-tucson-rehab?utm_source=google&utm_medium=organic&utm_campaign=gbp,2,,0,has website,235,false,ChIJ7wC7Ppp01oYRf14Z-iPUHnQ,4.3,68
"Ashley Thompson, MOT","1921 W Hospital Dr, Tucson, AZ 85704, USA",+1 520-544-5262,physiotherapist,casas-adobes,https://maps.google.com/?q=Ashley%20Thompson%2C%20MOT%201921%20W%20Hospital%20Dr%2C%20Tucson%2C%20AZ%2085704%2C%20USA,,1,,0,no website,236,false,ChIJ7wC7Ppp01oYRm1xnYt8Zm_k,,
Vibrant Health Clinic-Institute,"By Appt, Tucson, AZ 85704, USA",+1 520-615-1336,physiotherapist,casas-adobes,https://maps.google.com/?q=Vibrant%20Health%20Clinic-Institute%20By%20Appt%2C%20Tucson%2C%20AZ%2085704%2C%20USA,,1,,0,no website,237,false,ChIJAQAAAFBz1oYRteTNrHl8PIY,,
Athletico Physical Therapy - Tucson (Northwest La Cholla),"5880 N La Cholla Blvd Ste. 120, Tucson, AZ 85704, USA",+1 520-639-8122,physiotherapist,casas-adobes,https://maps.google.com/?q=Athletico%20Physical%20Therapy%20-%20Tucson%20%28Northwest%20La%20Cholla%29%205880%20N%20La%20Cholla%20Blvd%20Ste.%20120%2C%20Tucson%2C%20AZ%2085704%2C%20USA,https://www.athletico.com/locations/tucson-northwest-la-cholla/?utm_source=google-tucsonNWlacholla&utm_medium=web&utm_campaign=google-listings,2,,0,has website,238,false,ChIJD897_Y901oYRLqDgHYoYkWI,4.8,48
